seed,method,estimate,std_error,bias,abs_bias,balance_score
7,SG-TM,2.0494168201908223,0.05540078396092071,0.049416820190822275,0.049416820190822275,144429.34301903847
7,ASD-TM,1.9947668782566932,0.04888103027499308,-0.005233121743306812,0.005233121743306812,459.25617615714145
8,TM-Baseline,1.9870354798390746,0.01814407792997583,-0.012964520160925419,0.012964520160925419,30289.216406363987
8,SG-TM,1.896540328530975,0.028995198896865866,-0.10345967146902502,0.10345967146902502,144123.88224602045
8,ASD-TM,1.9223755441932535,0.05664029662510879,-0.07762445580674648,0.07762445580674648,423.5188207752217
9,TM-Baseline,1.9581016083469072,0.023729549532236237,-0.04189839165309284,0.04189839165309284,31198.076547348137
9,SG-TM,1.9630075478507307,0.0422438534420767,-0.03699245214926927,0.03699245214926927,147856.8329454854
9,ASD-TM,2.0483856510659786,0.06490226698012524,0.048385651065978585,0.048385651065978585,167.05696776240802
10,TM-Baseline,2.000375570232209,0.01910389842075083,0.0003755702322090215,0.0003755702322090215,30319.767489345868
10,SG-TM,2.014416326696201,0.03702391805366677,0.014416326696200965,0.014416326696200965,146330.82484522514
10,ASD-TM,1.9099473482664853,0.056207115791387534,-0.09005265173351473,0.09005265173351473,48.753673093662655
11,TM-Baseline,1.9979069522712476,0.01983268452824245,-0.0020930477287524063,0.0020930477287524063,28170.365127050478
11,SG-TM,1.9941235622502225,0.0193353916563942,-0.00587643774977753,0.00587643774977753,147480.65326914328
11,ASD-TM,2.0101168526648125,0.03380842554249294,0.010116852664812548,0.010116852664812548,29.205088259062904
12,TM-Baseline,2.005635770283028,0.017969124565049725,0.005635770283027863,0.005635770283027863,28638.850115922043
12,SG-TM,2.020639416916429,0.05382307014390316,0.02063941691642901,0.02063941691642901,147700.25735464477
12,ASD-TM,2.100906147519909,0.06578052434849373,0.1009061475199089,0.1009061475199089,482.4038407638727
13,TM-Baseline,1.9821568279333406,0.020629795871526503,-0.01784317206665942,0.01784317206665942,31796.954641400484
13,SG-TM,1.9250497927873587,0.034993793347904895,-0.07495020721264134,0.07495020721264134,143728.97485469113
13,ASD-TM,1.9785764289975318,0.04274079383139119,-0.021423571002468167,0.021423571002468167,299.2886043019098
14,TM-Baseline,1.9508714129740232,0.017796492013251102,-0.04912858702597678,0.04912858702597678,29331.08759352398
14,SG-TM,2.0596216311708524,0.019070036881906442,0.059621631170852396,0.059621631170852396,152512.0891195598
14,ASD-TM,1.896494937791349,0.02501353085801727,-0.10350506220865108,0.10350506220865108,73.87354187772871
15,TM-Baseline,2.013069313368089,0.015872651381070677,0.01306931336808903,0.01306931336808903,31423.762016887962
15,SG-TM,2.0873389830733213,0.053494380117452514,0.08733898307332133,0.08733898307332133,147504.07910205805
15,ASD-TM,2.0573204459267544,0.03426294513853601,0.05732044592675445,0.05732044592675445,66.80482946812845
16,TM-Baseline,2.0135589162210286,0.01972988661519788,0.01355891622102856,0.01355891622102856,29015.97057901879
16,SG-TM,1.860858096005441,0.04317442163116344,-0.13914190399455895,0.13914190399455895,143863.661257832
16,ASD-TM,2.0904452006922085,0.03837585490566745,0.09044520069220852,0.09044520069220852,251.94270907173632
17,TM-Baseline,2.0066500409431844,0.02210302334402153,0.006650040943184443,0.006650040943184443,29187.401570456466
17,SG-TM,1.8750790404611661,0.07442746218274489,-0.12492095953883386,0.12492095953883386,142761.3621410971
17,ASD-TM,1.9111532968470295,0.06295108589766292,-0.0888467031529705,0.0888467031529705,97.76926677580195
18,TM-Baseline,2.010551185289586,0.01841615603469356,0.010551185289585874,0.010551185289585874,31033.080110321283
18,SG-TM,2.0766072439313534,0.07690283452585407,0.07660724393135343,0.07660724393135343,145245.3711120418
18,ASD-TM,2.150872265457136,0.040484514157596845,0.15087226545713595,0.15087226545713595,1321.1497791657166
19,TM-Baseline,1.987481804420433,0.01604086227487008,-0.012518195579567015,0.012518195579567015,29667.017889667863
19,SG-TM,1.90443820311618,0.046960213231318396,-0.09556179688382005,0.09556179688382005,146817.94371229308
19,ASD-TM,1.9074610613106193,0.05687117961057197,-0.09253893868938068,0.09253893868938068,131.07375225951546
20,TM-Baseline,1.9871373787855222,0.02004910023949745,-0.012862621214477787,0.012862621214477787,28154.714882384727
20,SG-TM,1.9381843906562066,0.06520664535631082,-0.061815609343793376,0.061815609343793376,143207.1394655553
20,ASD-TM,2.1323021336891244,0.037493163341479195,0.13230213368912436,0.13230213368912436,333.00492576260876
21,TM-Baseline,2.003012707558532,0.019810986010780372,0.0030127075585317797,0.0030127075585317797,29460.05249116263
21,SG-TM,2.015993487359946,0.036466933247373295,0.0159934873599461,0.0159934873599461,146948.77973687503
21,ASD-TM,1.9196788121082258,0.06611166170113864,-0.08032118789177423,0.08032118789177423,17.171354987331142
22,TM-Baseline,2.00312346340404,0.013873798364291921,0.0031234634040400167,0.0031234634040400167,29372.68357137821
22,SG-TM,2.0639268886464683,0.061878017375091944,0.06392688864646834,0.06392688864646834,146976.16944092794
22,ASD-TM,2.0154093429597335,0.045669437606259335,0.015409342959733507,0.015409342959733507,73.75275314741884
23,TM-Baseline,1.9787875064176355,0.017122814178489255,-0.021212493582364544,0.021212493582364544,29559.388791885936
23,SG-TM,2.0157354149107767,0.044126382732449954,0.01573541491077668,0.01573541491077668,147517.72143491078
23,ASD-TM,1.8751046582921294,0.07394032217003427,-0.12489534170787064,0.12489534170787064,170.63872826733132
24,TM-Baseline,1.9890502280627238,0.017099426139535207,-0.010949771937276198,0.010949771937276198,29920.77282171082
24,SG-TM,2.1311537592504015,0.0468535522672698,0.1311537592504015,0.1311537592504015,144471.89154783604
24,ASD-TM,2.010633599011082,0.04504841423188101,0.010633599011081962,0.010633599011081962,45.346286322594096
25,TM-Baseline,1.9964284110838733,0.021246793501092234,-0.0035715889161267445,0.0035715889161267445,30182.986845102052
25,SG-TM,2.0672169484229466,0.026178853453385987,0.06721694842294657,0.06721694842294657,144792.8335909277
25,ASD-TM,2.1548365147138373,0.03659720662768543,0.1548365147138373,0.1548365147138373,937.5923390706885
26,TM-Baseline,2.011566841795559,0.021131599537520144,0.01156684179555878,0.01156684179555878,31369.837972367968
26,SG-TM,1.9398447504391143,0.08564840864531938,-0.06015524956088569,0.06015524956088569,147103.64656802343
26,ASD-TM,1.99239930449202,0.03248853369062156,-0.0076006955079799265,0.0076006955079799265,684.2645557226351
27,TM-Baseline,2.038682877470544,0.02156242658889619,0.038682877470543886,0.038682877470543886,31480.660702447152
27,SG-TM,1.973088591766017,0.049820274147519245,-0.02691140823398297,0.02691140823398297,147121.31172802052
27,ASD-TM,1.9908291650834746,0.0364958211210458,-0.009170834916525372,0.009170834916525372,131.72171848842117
28,TM-Baseline,2.0718838959949912,0.021256610722587575,0.07188389599499123,0.07188389599499123,31898.40241213492
28,SG-TM,2.0965643273000762,0.05840026642978746,0.09656432730007625,0.09656432730007625,145560.70550814035
28,ASD-TM,1.970394457101707,0.07192533104658327,-0.02960554289829309,0.02960554289829309,248.27582739183708
29,TM-Baseline,1.9787213964150323,0.019004603539740567,-0.021278603584967692,0.021278603584967692,28771.838437132817
29,SG-TM,2.0419366741152456,0.044521387374035465,0.0419366741152456,0.0419366741152456,147816.62032931746
29,ASD-TM,2.0447261109063732,0.04691418444499419,0.04472611090637324,0.04472611090637324,506.62011329714005
30,TM-Baseline,2.0011908799106233,0.01999100661969,0.001190879910623277,0.001190879910623277,30678.268483578784
30,SG-TM,1.9347914473688383,0.03977819563924732,-0.06520855263116165,0.06520855263116165,145557.45277521847
30,ASD-TM,1.9819228253640295,0.027528895440747193,-0.018077174635970472,0.018077174635970472,351.1289309040585
31,TM-Baseline,1.988822581349267,0.022252410859489393,-0.011177418650732962,0.011177418650732962,31077.957547657825
31,SG-TM,2.0136039527444773,0.07351672268330549,0.013603952744477343,0.013603952744477343,152304.9965228534
31,ASD-TM,1.99517756546975,0.0627183413557842,-0.004822434530250108,0.004822434530250108,55.156264859688235
32,TM-Baseline,1.9639509424659516,0.0218132829465328,-0.03604905753404841,0.03604905753404841,27892.171551614978
32,SG-TM,1.9752894780479553,0.06377071985195613,-0.024710521952044706,0.024710521952044706,147920.93585459155
32,ASD-TM,2.0406997962007525,0.048904159468878265,0.04069979620075248,0.04069979620075248,70.43622731845244
33,TM-Baseline,2.005882171343314,0.020065232952100047,0.0058821713433139244,0.0058821713433139244,29974.852959537217
33,SG-TM,1.9148686721668426,0.056062179344701805,-0.08513132783315736,0.08513132783315736,149783.71914654647
33,ASD-TM,1.9426284230819664,0.051570491156657704,-0.05737157691803363,0.05737157691803363,86.92593124239647
34,TM-Baseline,2.0178503198024482,0.02243607864732329,0.017850319802448222,0.017850319802448222,32196.025528750368
34,SG-TM,2.0307634449165,0.031113815611111807,0.03076344491649996,0.03076344491649996,145065.80256959444
34,ASD-TM,1.9907448449774454,0.040343953110367384,-0.009255155022554584,0.009255155022554584,603.8079228204952
35,TM-Baseline,1.9959997356885062,0.019698747753765754,-0.004000264311493806,0.004000264311493806,30025.614693367155
35,SG-TM,1.970527053188295,0.04259470627953041,-0.02947294681170498,0.02947294681170498,148548.7017343539
35,ASD-TM,2.0204023984315853,0.015797605820575888,0.02040239843158531,0.02040239843158531,452.1558405178148
36,TM-Baseline,1.9755682993216641,0.021236707887110955,-0.024431700678335888,0.024431700678335888,28726.006060893844
36,SG-TM,1.991267520492813,0.03653009955934073,-0.00873247950718703,0.00873247950718703,146248.93097974756
36,ASD-TM,1.9410181905300357,0.04705933355907142,-0.05898180946996434,0.05898180946996434,91.41031654992548
37,TM-Baseline,1.9997614090450975,0.020263077042136705,-0.0002385909549025289,0.0002385909549025289,28584.170003176077
37,SG-TM,2.012069270121208,0.03909732018041201,0.012069270121207953,0.012069270121207953,143465.34083148182
37,ASD-TM,2.0642586985256464,0.02044750585371686,0.06425869852564636,0.06425869852564636,28.47404430881579
38,TM-Baseline,2.0407741267977,0.01900344827853318,0.040774126797700205,0.040774126797700205,28213.96677956668
38,SG-TM,1.972122316013722,0.043765256230660673,-0.02787768398627799,0.02787768398627799,143605.15936077543
38,ASD-TM,1.96716502270477,0.049883495830997736,-0.032834977295230106,0.032834977295230106,284.0497702852954
39,TM-Baseline,2.0598081933279526,0.017561492094900325,0.05980819332795262,0.05980819332795262,31415.161435805017
39,SG-TM,1.984888010208832,0.028244782880986675,-0.015111989791168012,0.015111989791168012,148665.420154619
39,ASD-TM,1.810262124560357,0.12375677785360267,-0.18973787543964304,0.18973787543964304,149.37806954822008
40,TM-Baseline,2.015151684276004,0.02191145598536434,0.015151684276004218,0.015151684276004218,29817.30761593876
40,SG-TM,2.061822428537197,0.07880545919802326,0.061822428537197105,0.061822428537197105,144252.08545905672
40,ASD-TM,2.0005038101850396,0.06195891801606973,0.0005038101850396437,0.0005038101850396437,621.3136381116929
41,TM-Baseline,1.9945677309919514,0.018941660251882802,-0.005432269008048607,0.005432269008048607,30106.812521285414
41,SG-TM,2.1233953023761014,0.05851636627759499,0.12339530237610141,0.12339530237610141,145566.3402788598
41,ASD-TM,1.9512861240405057,0.0226199365173993,-0.04871387595949428,0.04871387595949428,238.7094618363917
42,TM-Baseline,2.024209907343381,0.017335186761485006,0.0242099073433808,0.0242099073433808,30083.66519779606
42,SG-TM,1.9984594543402783,0.04695821602699877,-0.001540545659721726,0.001540545659721726,146023.89525640555
42,ASD-TM,2.0305872771233253,0.025511582430801906,0.030587277123325318,0.030587277123325318,20.473794452424045
43,TM-Baseline,1.9947177687155317,0.01572141665007636,-0.005282231284468253,0.005282231284468253,30945.734541624992
43,SG-TM,1.9726605868923854,0.04999502639791789,-0.027339413107614563,0.027339413107614563,150094.76480288827
43,ASD-TM,2.056608078636322,0.07352244206174728,0.05660807863632211,0.05660807863632211,354.9488585439685
44,TM-Baseline,2.0106501687553906,0.017797109169746098,0.010650168755390599,0.010650168755390599,29575.838937211593
44,SG-TM,2.0525392001759037,0.04380838484057219,0.052539200175903744,0.052539200175903744,146191.77273012558
44,ASD-TM,1.940162022629188,0.054010159264179285,-0.05983797737081198,0.05983797737081198,58.23599880270194
45,TM-Baseline,1.9641636180624675,0.018767193623155674,-0.03583638193753247,0.03583638193753247,29164.635065176502
45,SG-TM,2.0039295420995153,0.027067031805448734,0.0039295420995153485,0.0039295420995153485,145432.8280636421
45,ASD-TM,2.016776459481842,0.07981525781944496,0.016776459481842032,0.016776459481842032,193.63750482744217
46,TM-Baseline,1.9814291347931106,0.01651058975873805,-0.018570865206889442,0.018570865206889442,29058.64625707896
46,SG-TM,1.9874060732473775,0.06783685759694763,-0.012593926752622497,0.012593926752622497,142731.02656465757
46,ASD-TM,2.072740723653395,0.040439357221681245,0.07274072365339501,0.07274072365339501,1105.5896262948445
47,TM-Baseline,2.0028408979591257,0.01878501790258492,0.0028408979591256767,0.0028408979591256767,30263.00950357244
47,SG-TM,1.8794490803796808,0.06449992105361115,-0.12055091962031916,0.12055091962031916,146398.87151777148
47,ASD-TM,1.9684287466151407,0.04845198251446916,-0.03157125338485933,0.03157125338485933,354.368270642226
48,TM-Baseline,2.0017667704455597,0.022746559059433773,0.0017667704455597288,0.0017667704455597288,31112.294072236775
48,SG-TM,2.0096046694602454,0.0569580159889354,0.009604669460245407,0.009604669460245407,142341.666470827
48,ASD-TM,2.0442216050260664,0.04257010717473124,0.044221605026066424,0.044221605026066424,177.61617178932647
49,TM-Baseline,1.9781894689661872,0.022747384343379248,-0.021810531033812808,0.021810531033812808,30281.833579379967
49,SG-TM,2.0451863252392632,0.04117322748539301,0.04518632523926325,0.04518632523926325,147617.08364911814
49,ASD-TM,1.905098399084409,0.04945188793641598,-0.09490160091559097,0.09490160091559097,101.97008546126017

method,mean_estimate,rmse,mean_std_error,mean_abs_bias,mean_balance
ASD-TM,1.999902607039526,0.07432141925888482,0.049632376372940955,0.05931168915859836,270.4211215708927
SG-TM,1.9954712762931157,0.06577032479792003,0.04973545131878426,0.05214623734600523,146097.51499626084
TM-Baseline,1.9995481459455684,0.024054454869658157,0.019451879907586633,0.017338881677812806,30104.31777301446
